pollutant,country,month_day,value_numeric_mean,value_datetime_begin,day
O3,Germany,521.0,74.05953995181946,2023-05-20 23:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 00:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 01:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 02:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 03:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 04:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 05:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 06:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 07:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 08:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 10:00:00,
O3,Germany,521.0,74.05953995181946,2023-05-21 11:00:00,
